id,license_id,account_number,site_number,legal_name,doing_business_as_name,address,city,state,zip_code,ward,precinct,ward_precinct,police_district,license_code,license_description,business_activity_id,business_activity,license_number,application_type,application_created_date,application_requirements_complete,payment_date,conditional_approval,license_term_start_date,license_term_expiration_date,license_approved_for_issuance,date_issued,license_status,license_status_change_date,ssa,latitude,longitude,location
1675893-20121216,2194075,205078,1,SOCIEDAD AZUAY INC.,ASOCIACION SOCIAL DEL AZUAY,3747-3751 W MONTROSE AVE,CHICAGO,IL,60618,35,28,35-28,17,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1675893,RENEW,,2012-10-15,2012-11-05,N,2012-12-16,2014-12-15,2012-11-05,2012-11-06,AAI,,,41.96090661,-87.722392277,"(41.960906609590054, -87.72239227672361)"
2332-20020216,1202837,24353,1,WILLIE JUETT,DREAMLAND BARBER SHOP,1251 N CLYBOURN AVE FIRST,CHICAGO,IL,60610,27,9,27-9,18,1010,Limited Business License,,,2332,RENEW,,2001-12-20,2002-02-14,N,2002-02-16,2003-02-15,2002-02-14,2002-02-14,AAI,,,41.904899028,-87.640931694,"(41.90489902768293, -87.64093169447811)"
1518142-20071116,1859741,218626,1,CHICAGO MERCANTILE EXCHANGE INC.,CHICAGO MERCANTILE EXCHANGE INC.,20 S WACKER DR 1 UL,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,1518142,RENEW,,2007-09-21,2007-11-14,N,2007-11-16,2008-09-15,2007-11-14,2007-11-15,AAI,,,41.881564213,-87.63715967,"(41.881564212858315, -87.63715966955036)"
2270525-20150616,2396696,381658,4,"GLOBAL RECEIVABLES SOLUTIONS, INC.","West Asset Management, Inc.",10300 SPOTSYLVANIA AVE 200,FREDERICKSBURG,VA,22408,,,,,4404,Regulated Business License,912,Debt Collecting - Administrative Commercial Office,2270525,RENEW,,2015-04-15,2015-04-28,N,2015-06-16,2017-06-15,2015-04-28,2015-04-29,AAI,,,,,
2205079-20141016,2351306,49670,2,"DSG AMUSEMENT, LTD.",DINOS GAMES,6402 N CLARK ST 1ST,CHICAGO,IL,60626,40,28,40-28,24,4404,Regulated Business License,645,"Distribution, Placing, Leasing or Sales of Automatic Amusement Devices",2205079,RENEW,,2014-08-15,2014-10-15,N,2014-10-16,2016-10-15,2014-10-15,2015-02-17,AAI,,,41.998144212,-87.670767653,"(41.998144211866624, -87.67076765338122)"
1169179-20040516,1578742,218087,1,JANICE MCCULLOUGH,THAZ IT THAZ ALL FASHION,4811 W HARRISON ST,CHICAGO,IL,60644,29,46,29-46,15,1010,Limited Business License,,,1169179,RENEW,,2005-03-08,2005-03-08,N,2004-05-16,2005-05-15,2005-03-08,2005-04-12,AAI,,,41.873011676,-87.74547126,"(41.87301167566834, -87.74547126043583)"
76673-20110316,2075083,13784,4,"AUDIO VISUAL SERVICES GROUP, INC.",PSAV Presentation Services,720 S MICHIGAN AVE HILTO,CHICAGO,IL,60605,4,18,4-18,1,1010,Limited Business License,,,76673,RENEW,,2011-01-14,2011-03-14,N,2011-03-16,2013-03-15,2011-03-14,2011-03-14,AAI,,,41.872798869,-87.62433781,"(41.87279886935482, -87.62433781031022)"
1474786-20060216,1654045,19645,5,"MARC L. GILBERT, LTD",Tax Pros,3710 S WESTERN AVE,CHICAGO,IL,60609,12,13,12-13,9,1010,Limited Business License,,,1474786,RENEW,,2005-12-21,2006-02-03,N,2006-02-16,2007-02-15,2006-02-03,2006-02-06,AAI,,,41.826139309,-87.685056712,"(41.82613930852155, -87.68505671206259)"
1908962-20100616,2029928,277977,3,PREFERRED HOME HEALTH CARE INC.,"PREFERRED HOME HEALTH CARE, INC.",439 E 31ST ST,CHICAGO,IL,60616,4,31,4-31,21,1010,Limited Business License,,,1908962,RENEW,,2010-04-15,2010-06-04,N,2010-06-16,2012-06-15,2010-06-04,2010-06-07,AAI,,,41.838333344,-87.615613459,"(41.838333344180036, -87.6156134594386)"
1423034-20030912,1423034,256972,1,ALL AFFORDABLE INC,ALL AFFORDABLE INC,5344 S ABERDEEN ST,CHICAGO,IL,60609,20,18,20-18,9,1011,Home Repair,,,1423034,ISSUE,2003-09-11,2003-09-12,2003-09-12,N,2003-09-12,2004-02-15,2003-09-12,2003-09-12,AAI,,,41.796508677,-87.652655042,"(41.79650867655277, -87.65265504245004)"
59665-20071116,1854786,41155,1,TED'S AUTO CLINIC INC,TED'S AUTO CLINIC INC,7850 W ADDISON ST 1,CHICAGO,IL,60634,38,32,38-32,16,1569,Motor Vehicle Repair : Engine Only (Class II),,,59665,RENEW,,2007-09-21,2007-10-03,N,2007-11-16,2009-10-15,2007-10-24,2007-10-25,AAI,,,41.945212579,-87.82372778,"(41.94521257883548, -87.82372778017668)"
1380439-20040216,1465626,253630,2,"ADVANCED CONCEPTS CHICAGO, INC.",ADVANCE CONCEPTS CHICAGO INC,1420 FALCON LN,HOFFMAN ESTATES,IL,60192,,,,,1010,Limited Business License,,,1380439,RENEW,,2003-12-15,2004-01-26,N,2004-02-16,2005-02-15,2003-12-22,2004-01-27,AAI,,,,,
70235-20030216,1309824,21361,1,DALT CONSTRUCTION CO INC,DALT CONSTRUCTION CO INC,1882 JOHNS DR 1ST,GLENVIEW,IL,60025,,,,,1010,Limited Business License,,,70235,RENEW,,2002-12-17,2003-02-07,N,2003-02-16,2004-02-15,2003-02-07,2003-02-10,AAI,,,,,
2050183-20170816,2538646,261668,2,PACKAGE CENTER LLC.,THE UPS STORE #2850,1333 W DEVON AVE 1ST,CHICAGO,IL,60660,48,3,48-3,24,1010,Limited Business License,,,2050183,RENEW,,2017-06-15,2017-07-13,N,2017-08-16,2019-08-15,2017-07-13,2017-07-14,AAI,,26,41.998038442,-87.664307236,"(41.99803844247104, -87.66430723589312)"
2196293-20121023,2196293,376520,1,Koula Karagiannakos,Perfume Center,5220 S PULASKI RD 1,CHICAGO,IL,60632,23,,23-,,1010,Limited Business License,,,2196293,ISSUE,,2012-10-21,2012-10-22,N,2012-10-23,2014-11-15,2012-10-22,2012-10-23,AAI,,,41.79799187,-87.723443741,"(41.797991869962225, -87.723443740796)"
2488588-20160907,2488588,10510,15,"WILL'S NORTHWOODS INN, INC.",Will's Northwoods Inn,3030 N RACINE AVE,CHICAGO,IL,60657,32,23,32-23,19,1329,Special Event Food,942,5 Day Single - Special Event Food,2488588,ISSUE,2016-09-07,2016-09-07,2016-09-07,N,2016-09-07,2016-09-10,2016-09-07,2016-09-07,AAI,,27,41.937148083,-87.659019643,"(41.93714808264655, -87.6590196430188)"
1354620-20030501,1354620,262536,1,LORRAIN HARRIS,LORRAIN HARRIS,1518 E 62ND ST,CHICAGO,IL,60637,5,33,5-33,3,1607,"Peddler, non-food, special",,,1354620,ISSUE,2003-05-01,2003-05-01,2003-05-01,N,2003-05-01,2003-08-15,,2003-05-01,AAI,,,41.782999673,-87.588728766,"(41.78299967349967, -87.58872876621776)"
56488-20061116,1747051,18326,1,ORDER OF DAVID HEBREW LODGE 1,ORDER OF DAVID HEBREW,2614 W LITHUANIAN PLAZA CT BASEM,CHICAGO,IL,60629,17,8,17-8,8,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,56488,RENEW,,2006-09-20,2006-11-15,N,2006-11-16,2007-11-15,2006-11-15,2006-11-16,AAI,,14,41.768354624,-87.688940667,"(41.76835462411957, -87.6889406669198)"
26096-20021116,1280631,10705,1,CRYSTAL CLEAN HAND CAR WASH,CRYSTAL CLEAN HAND CAR WASH,3747 -3749 W DIVISION ST 1ST,CHICAGO,IL,60651,27,24,27-24,11,1010,Limited Business License,,,26096,RENEW,,2002-09-24,2002-10-25,N,2002-11-16,2003-11-15,2002-10-25,2003-04-29,AAI,,,41.902608029,-87.720821421,"(41.90260802927556, -87.72082142092917)"
2523669-20190616,2661823,362486,2,JI WON LEE,150 CLEANERS AND SHOE REPAIR,150 N MICHIGAN AVE LOWER LEVEL B 5,CHICAGO,IL,60601,42,9,42-9,1,4404,Regulated Business License,807 | 648 | 631,Shoe / Leather Goods Repair | Dry Cleaning - Drop Off Location | Clothing Alterations,2523669,RENEW,,2019-04-15,2019-06-04,N,2019-06-16,2021-06-15,2019-06-04,2019-06-04,AAI,,,41.884530964,-87.624602045,"(41.88453096378336, -87.62460204460082)"
1196321-20140916,2344286,221952,1,"USMAN ALI ENTERPRISES, INC.",7-ELEVEN 33139,174 N MICHIGAN AVE B,CHICAGO,IL,60601,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1196321,RENEW,,2014-07-15,2014-09-13,N,2014-09-16,2016-09-15,2014-09-13,2014-09-15,AAI,,,41.885109501,-87.624629465,"(41.88510950107538, -87.6246294647287)"
7478-20020216,1203231,25640,1,THE WINGED HORSE INC,LAKE SHORE FLOWER SHOP,3140 N BROADWAY,CHICAGO,IL,60657,44,21,44-21,19,1010,Limited Business License,,,7478,RENEW,,2001-12-20,2002-01-16,N,2002-02-16,2003-02-15,2002-01-16,2002-01-17,AAI,,8,41.938914803,-87.644507429,"(41.93891480310277, -87.64450742938247)"
62434-20030216,1315301,42075,6,"KHATIB FINANCIAL SERVICES, INC.",JACKSON HEWITT TAX SERVICE,14 S PULASKI RD 1ST,CHICAGO,IL,60624,28,13,28-13,11,1010,Limited Business License,,,62434,RENEW,,2002-12-17,2003-02-14,N,2003-02-16,2004-02-15,2003-02-14,2003-06-09,AAI,,,41.880241264,-87.725801588,"(41.8802412638271, -87.72580158761707)"
2704246-20191218,2704246,464921,1,FRIDAS CAFE-GALERIA LLC,FRIDAS CAFE-GALERIA,2901-2909 W CERMAK RD 1 STOREFRONT,CHICAGO,IL,60623,12,,12-,,1006,Retail Food Establishment,767 | 781,Retail Sales of General Merchandise and Non-Perishable Food | Sale of Food Prepared Onsite With Dining Area,2704246,ISSUE,2019-12-09,2019-12-09,2019-12-11,N,2019-12-18,2022-01-15,2019-12-17,2019-12-18,AAI,,,41.851742974,-87.699152241,"(41.8517429742311, -87.69915224102556)"
16148-20070516,1810270,63160,34,SP PLUS CORPORATION,STANDARD PARKING CORPORATION,345 W FULLERTON PKWY INDOOR,CHICAGO,IL,60614,43,44,43-44,18,1002,Accessory Garage,726,"Provide Parking Spaces For a Fee - to Residents, Tenants, Users, Employees and/or Guests (Not Available or Advertised to the Public)",16148,RENEW,,2007-03-23,2007-05-11,N,2007-05-16,2009-03-15,2007-05-11,2007-05-11,AAI,,23,41.925516848,-87.63822189,"(41.925516848013274, -87.63822188971473)"
1926962-20080822,1926962,336268,1,GLORIA VIZCARRA,URIEL NUTRITION,4258 W ARMITAGE AVE 1ST,CHICAGO,IL,60639,35,24,35-24,25,1010,Limited Business License,,,1926962,ISSUE,2008-08-22,2008-08-22,2008-08-22,N,2008-08-22,2009-01-15,2008-08-22,2008-08-22,AAI,,,41.917180591,-87.733827971,"(41.91718059078743, -87.73382797064662)"
1904929-20130316,2225707,2969,2,AMERICAN MEDICAL ASSOCIATION,AMERICAN MEDICAL ASSOCIATION,515 N STATE ST,CHICAGO,IL,60654,42,22,42-22,18,1625,Raffles,720,Not-For-Profit Selling Raffles for Prizes of $50 or More,1904929,RENEW,,2013-01-17,2013-02-13,N,2013-03-16,2014-03-15,2013-02-13,2013-02-14,AAI,,,41.891418101,-87.627914756,"(41.89141810118847, -87.62791475607904)"
1092154-20020216,1216853,206427,1,CHARLES RICHARD SHEPARD,BODY BY NATURE,1021 24TH AVE,BELLWOOD,IL,60104,,,,,1010,Limited Business License,,,1092154,RENEW,,2001-12-21,2002-03-05,N,2002-02-16,2003-02-15,2002-03-05,2002-03-06,AAI,,,,,
2269479-20190716,2668405,382195,1,"GOMEZ ENTERPRISES & TAX SERVICE,INC.","GOMEZ ENTERPRISES & TAX SERVICE,INC.",3218 W 55TH ST 1ST,CHICAGO,IL,60632,14,34,14-34,8,4404,Regulated Business License,679 | 600 | 850 | 737,"Immigration Services | Accounting Services (Tax Preparation, Bookkeeping) | Travel Services | Preparation of License, Certificate or Permit Applications for Compensation",2269479,RENEW,,2019-05-15,2019-06-18,N,2019-07-16,2021-07-15,2019-06-18,2019-06-19,AAI,,,41.793610474,-87.704446343,"(41.793610473557656, -87.70444634321306)"
2658764-20200516,2720270,209500,5,LUNA MEDICAL INC,"Luna Medical, Inc.",1057 W GRAND AVE 1 1,CHICAGO,IL,60642,27,,27-,,4404,Regulated Business License,927 | 904,Yoga Instruction | Retail Sales of General Merchandise,2658764,RENEW,,2020-03-15,2020-03-27,N,2020-05-16,2022-05-15,2020-03-27,2020-03-27,AAI,,,41.890999723,-87.654569042,"(41.890999723012634, -87.6545690424209)"
1276097-20051116,1626159,16217,10,"LARGE APPAREL OF ILLINOIS, INC.",ASHLEY STEWART,1250 S ASHLAND AVE C-3,CHICAGO,IL,60608,28,42,28-42,12,1010,Limited Business License,,,1276097,RENEW,,2005-09-22,2005-10-14,N,2005-11-16,2006-11-15,2005-10-14,2005-10-17,AAI,,,41.865374978,-87.666496464,"(41.86537497842472, -87.66649646446557)"
1698905-20061130,1698905,255347,2,FLEXMANAGE INC.,"PROJECT LEADERSHIP ASSOCIATES, INC.",200 W ADAMS ST 250,CHICAGO,IL,60606,42,49,42-49,1,1010,Limited Business License,,,1698905,C_LOC,2006-05-16,2006-11-29,2006-11-29,N,2006-11-30,2007-11-15,2006-11-29,2006-11-30,AAI,,,41.879495472,-87.633829661,"(41.879495472483235, -87.63382966060512)"
17536-20020216,1199492,7105,1,"M. K. INDUSTRIES, INC.",M K INDUSTRIES INC,998 FOREST EDGE DR,VERNON HILLS,IL,60061,,,,,1010,Limited Business License,,,17536,RENEW,,2001-12-20,2002-02-20,N,2002-02-16,2003-02-15,2002-02-20,2002-02-21,AAI,,,,,
2270822-20170716,2533929,382911,1,CREDIT CORP SOLUTIONS INC.,CREDIT CORP SOLUTIONS INC.,70 MANSELL CT 250,ROSWELL,GA,30076,,,,,4404,Regulated Business License,912,Debt Collecting - Administrative Commercial Office,2270822,RENEW,,2017-05-15,2017-06-06,N,2017-07-16,2019-07-15,2017-06-06,2017-06-06,AAI,,,,,
24979-20070816,1827884,30190,1,ALMEDA MC PHERSON,THE MASSAGE THERAPY CENTER,5305 S HARPER AVE 2ND,CHICAGO,IL,60615,5,24,5-24,2,1524,Massage Establishment,704,Massage Establishment,24979,RENEW,,2007-06-21,2007-08-13,N,2007-08-16,2008-06-15,2007-08-13,2007-08-14,AAI,,61,41.799352826,-87.588940051,"(41.79935282572433, -87.58894005149136)"
47227-20060516,1685099,16787,2,"CHICAGO CONCESSIONS, INC.",CHICAGO CONCESSIONS @ CIBC THEATRE,18 W MONROE ST BALCO,CHICAGO,IL,60603,42,9,42-9,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,47227,RENEW,,2006-03-27,2006-05-11,N,2006-05-16,2007-05-15,2006-05-11,2006-05-12,AAI,,1,41.880848143,-87.62843558,"(41.880848142504874, -87.62843558025095)"
1596539-20080616,1901984,291876,1,KAREN E. CLEMENTS-SCHMIDT,KNIT 1,3823 N LINCOLN AVE,CHICAGO,IL,60613,47,29,47-29,19,1010,Limited Business License,,,1596539,RENEW,,2008-04-15,2008-06-04,N,2008-06-16,2010-06-15,2008-06-04,2008-06-05,AAI,,38,41.951278716,-87.676588302,"(41.95127871565998, -87.67658830197648)"
1143833-20030216,1324306,215096,1,XAVIER DARRELL,XDW CONSTRUCTION COMPANY,613 DOUGLAS AVE,CALUMET CITY,IL,60409,,,,,1010,Limited Business License,,,1143833,RENEW,,2002-12-17,2003-03-19,N,2003-02-16,2004-02-15,2003-03-19,2003-06-05,AAI,,,,,
17905-20070516,1805936,7260,5,"PIER 1 IMPORTS (U.S), INC",PIER 1 IMPORTS(US) #023,1350 N WELLS ST,CHICAGO,IL,60610,2,30,2-30,18,1010,Limited Business License,,,17905,RENEW,,2007-03-23,2007-04-23,N,2007-05-16,2009-04-15,2007-04-23,2007-06-04,AAI,,,41.90717643,-87.634737839,"(41.90717643035266, -87.634737839168)"
1617523-20050708,1617523,293659,1,DR CLIMATE INC,DR CLIMATE INC,2045 DAVIS AVE,WHITING,IN,46394,,,,,1011,Home Repair,,,1617523,ISSUE,2005-07-07,2005-07-07,2005-07-07,N,2005-07-08,2006-02-15,2005-07-07,2005-07-08,AAI,,,,,
86635-20060816,1728192,81923,2,"ALLIED WASTE TRANSPORTATION, INC",LOOP TRANSFER,2351 S LAFLIN ST 1ST,CHICAGO,IL,60608,25,7,25-7,12,1010,Limited Business License,,,86635,RENEW,,2006-06-21,2006-07-19,N,2006-08-16,2007-08-15,2006-07-19,2006-07-20,AAI,,,41.849051041,-87.663378711,"(41.84905104082009, -87.66337871060627)"
6938-20100616,2028121,3707,2,LIBERTY FOODS CORPORATION,VILLAGE FOODS,1521 E HYDE PARK BLVD,CHICAGO,IL,60615,4,47,4-47,2,1474,Package Goods,774,Retail Sales of Packaged Liquor,6938,RENEW,,2010-04-15,2010-04-30,N,2010-06-16,2012-06-15,2010-04-30,2010-05-03,AAI,,61,41.802359209,-87.588400087,"(41.802359209138494, -87.58840008715637)"
1618075-20060301,1618075,292857,1,SIMS M. THOMAS,ONE STOP BROWSING,6040 W IRVING PARK RD,CHICAGO,IL,60634,38,21,38-21,16,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1618075,ISSUE,2005-07-14,2005-07-15,2005-07-26,N,2006-03-01,2006-11-15,2006-02-28,2006-03-01,AAI,,,41.95313498,-87.778402716,"(41.953134979999625, -87.77840271558046)"
2271478-20150716,2400428,85646,17,"JESUS PEOPLE, U.S.A., FULL GOSPEL MINISTRIES",CITIZEN SKATE CAFE,920 W WILSON AVE 1 1,CHICAGO,IL,60640,46,22,46-22,19,1010,Limited Business License,904,Retail Sales of General Merchandise,2271478,RENEW,,2015-05-15,2015-07-08,N,2015-07-16,2017-07-15,2015-07-08,2015-07-09,AAI,,34,41.965562298,-87.653262838,"(41.96556229830614, -87.65326283772093)"
1248058-20100516,2024452,247844,1,MARQUETTE PARTNERS LP,MARQUETTE PARTNERS LP,801 W ADAMS ST 5,CHICAGO,IL,60607,27,58,27-58,12,1010,Limited Business License,,,1248058,RENEW,,2010-03-15,2010-04-13,N,2010-05-16,2012-05-15,2010-04-13,2010-04-14,AAI,,16,41.879106403,-87.647335799,"(41.87910640321889, -87.64733579899254)"
1244617-20050216,1557137,42066,2,PRAIRIE MECHANICAL INC,PRAIRIE MECHANICAL INC,2256 SOUTHWIND BLVD,BARTLETT,IL,60103,,,,,1010,Limited Business License,,,1244617,RENEW,,2004-12-20,2005-01-19,N,2005-02-16,2006-02-15,2005-01-19,2005-01-25,AAI,,,,,
51778-20120516,2144186,56912,1,NOURE'S ORIENTAL RUG COMPANY,NOURE'S ORIENTAL RUGS INC,222 W MERCHANDISE MART PLZ 1817A,CHICAGO,IL,60654,42,14,42-14,18,1010,Limited Business License,,,51778,RENEW,,2012-03-15,2012-04-09,N,2012-05-16,2014-05-15,2012-04-09,2012-04-10,AAI,,,41.888074281,-87.634955203,"(41.8880742810662, -87.63495520292739)"
1519840-20091216,2000246,48028,2,LACAVA LLC,LACAVA LLC,2243 S THROOP ST,CHICAGO,IL,60608,25,23,25-23,12,1010,Limited Business License,,,1519840,RENEW,,2009-10-14,2009-12-08,N,2009-12-16,2011-12-15,2009-12-09,2009-12-10,AAC,2010-01-06,,41.851169459,-87.658521381,"(41.85116945918585, -87.658521381136)"
31784-20110916,2105783,88744,1,K-FIVE CONSTRUCTION CORP.,K-FIVE CONSTRUCTION CORP,12400 -12500 S COTTAGE GROVE AVE 1ST,CHICAGO,IL,60628,9,3,9-3,5,1009,Manufacturing Establishments,,,31784,RENEW,,2011-07-15,2011-08-30,N,2011-09-16,2013-09-15,2011-08-30,2011-08-31,AAI,,,41.669900866,-87.603693219,"(41.66990086598599, -87.60369321882547)"
42495-20011116,1176486,16200,2,PRISM CORPORATION,PRISM CORPORATION,6130 S PULASKI RD,CHICAGO,IL,60629,23,33,23-33,8,1010,Limited Business License,,,42495,RENEW,,2001-10-03,2002-03-18,N,2001-11-16,2002-11-15,2002-03-18,2002-03-19,AAI,,3,41.781333266,-87.722982417,"(41.781333266215405, -87.72298241652872)"
2983-20141116,2356330,62579,1,GASPAR GOMEZ,GOMEZ SHELL SERVICE STATION,1950 W DIVISION ST 1ST,CHICAGO,IL,60622,1,17,1-17,14,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2983,RENEW,,2014-09-15,2014-11-11,N,2014-11-16,2016-11-15,2014-11-11,2014-11-12,AAI,,33,41.903307069,-87.676886675,"(41.903307069413216, -87.67688667496938)"
80665-20011116,1188468,67756,1,DAVID DYREK,WEATHERMAN HTG CO,1346 N KEDZIE AVE 1ST,CHICAGO,IL,60651,26,5,26-5,14,1011,Home Repair,,,80665,RENEW,,2001-10-03,2002-01-28,N,2001-11-16,2002-11-15,,2003-01-09,AAI,,,41.906022241,-87.707037103,"(41.90602224080391, -87.70703710290697)"
1303780-20021120,1303780,255930,1,PHONG Q PHAN,NAIL,11102 S MICHIGAN AVE,CHICAGO,IL,60628,9,43,9-43,5,1010,Limited Business License,,,1303780,ISSUE,2002-11-15,2002-11-15,2002-11-15,N,2002-11-20,2003-11-15,2002-11-19,2002-11-20,AAI,,40,41.692492086,-87.621192946,"(41.692492086180934, -87.62119294579838)"
1222278-20070216,1787077,223342,1,"CINCO ELECTRIC, INC.","CINCO ELECTRIC, INC.",834 ARTHUR AVE,ARLINGTON HEIGHTS,IL,60005,,,,,1010,Limited Business License,,,1222278,RENEW,,2006-12-20,2007-01-16,N,2007-02-16,2009-03-15,2007-01-16,2007-01-17,AAI,,,,,
1892139-20080225,1892139,328043,1,REMESAS SANTA FE CORP.,REMESAS SANTA FE CORP.,3145 W LOGAN BLVD 1ST,CHICAGO,IL,60647,32,30,32-30,14,1010,Limited Business License,,,1892139,ISSUE,2008-02-25,2008-02-25,2008-02-25,N,2008-02-25,2009-11-15,2008-02-25,2008-02-25,AAI,,,41.927862878,-87.70666832,"(41.927862877689336, -87.70666831980644)"
38018-20050216,1558981,54681,1,LARRY CLAY,UTOPIA UNISEX SALON,6118 W NORTH AVE 1ST,CHICAGO,IL,60639,29,15,29-15,25,1010,Limited Business License,,,38018,RENEW,,2004-12-20,2005-02-16,N,2005-02-16,2006-02-15,2005-02-16,2005-02-17,AAI,,,41.909327989,-87.778467809,"(41.9093279890532, -87.77846780898066)"
2060146-20121016,2183076,356921,1,RAVE ELECTRIC CORP.,RAVE ELECTRIC CORP.,5505 N NEENAH AVE,CHICAGO,IL,60656,45,9,45-9,16,1011,Home Repair,,,2060146,RENEW,,2012-08-15,2012-11-22,N,2012-10-16,2014-10-15,2012-11-22,2012-11-23,AAC,2012-12-29,,41.981232702,-87.790044315,"(41.98123270179431, -87.79004431539789)"
44755-20120116,2126328,16472,1,TONG YUP CHI,CHI'S JAC ROBINS,5755 W 63RD ST,CHICAGO,IL,60638,13,49,13-49,8,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,44755,RENEW,,2011-11-15,2012-02-07,N,2012-01-16,2014-01-15,2012-02-07,2012-02-08,AAI,,,41.777845079,-87.766381437,"(41.77784507899415, -87.76638143708638)"
65717-20140516,2316444,59480,1,JOSE CRESPO,SWAP-O-RAMA FLEA MARKET/JOSE CRESPO,4100 S ASHLAND AVE 1ST,CHICAGO,IL,60609,12,16,12-16,9,1010,Limited Business License,,,65717,RENEW,,2014-03-15,2014-06-18,N,2014-05-16,2016-05-15,2014-06-18,2014-06-19,AAI,,10,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)"
39372-20021116,1286585,33923,1,RE MET CORP,RE MET CORP,2246 W HUBBARD ST 1ST,CHICAGO,IL,60612,27,32,27-32,12,1009,Manufacturing Establishments,,,39372,RENEW,,2002-09-24,2002-10-23,N,2002-11-16,2003-11-15,2002-10-23,2002-10-24,AAI,,,41.889720548,-87.68364089,"(41.8897205482449, -87.68364089031728)"
2114910-20110908,2114910,68120,33,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,Levy Premimum Foodservice Limited Partnership,1901 W MADISON ST,CHICAGO,IL,60612,27,27,27-27,12,1476,Special Event Liquor,717,Special Event Beer & Wine,2114910,ISSUE,2011-09-08,2011-09-08,2011-09-08,N,2011-09-08,2011-09-17,2011-09-08,2011-09-08,AAI,,,41.881241457,-87.674282534,"(41.881241456803345, -87.67428253395332)"
18696-20050516,1581489,7551,43,"BOND DRUG COMPANY OF ILLINOIS, LLC",WALGREENS #03074,4700 S HALSTED ST,CHICAGO,IL,60609,20,51,20-51,9,1010,Limited Business License,,,18696,RENEW,,2005-03-23,2005-04-26,N,2005-05-16,2006-05-15,2005-04-26,2005-04-26,AAI,,13,41.808815039,-87.645682953,"(41.808815039296086, -87.64568295315186)"
2289272-20191016,2687459,385270,1,"The LBD, etc LLC","The LBD, etc LLC",750 N FRANKLIN ST 1ST 104,CHICAGO,IL,60654,42,,42-,,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,2289272,RENEW,,2019-08-15,2019-09-30,N,2019-10-16,2021-10-15,2019-09-30,2020-01-21,AAI,,,41.896317588,-87.635840254,"(41.89631758778245, -87.63584025366825)"
54193-20120116,2126814,38995,1,CONNOLLY CURRENCY EXCHANGES IN,CONNOLLY CURRENCY EXCHANGES IN,558 W 37TH ST 1,CHICAGO,IL,60609,11,22,11-22,9,1010,Limited Business License,708,Miscellaneous Commercial Services,54193,RENEW,,2011-11-15,2011-12-18,N,2012-01-16,2014-01-15,2011-12-18,2011-12-19,AAI,,,41.827276675,-87.641083419,"(41.82727667488455, -87.64108341896561)"
2215944-20121229,2215944,312721,1,"PERFECT BEGINNINGS CHILD DEVELOPMENT CENTER, INC.",PERFECT BEGINNINGS CHILD DEVELOPMENT CENTER,7815 S KEDZIE AVE 1,CHICAGO,IL,60652,18,44,18-44,8,1023,Children's Services Facility License,825 | 823,"Supervision of, and Care for, Children Under 2 Years of Age, During the Day between 6am-9pm | Supervision of, and Care for, Children 2-6 Years of Age, During the Day between 6am-9pm",2215944,ISSUE,,,,N,2012-12-29,2013-11-15,,2012-12-29,AAI,,,41.751116803,-87.702292948,"(41.75111680314462, -87.70229294765075)"
1355557-20070816,1832542,85886,13,"LORI'S GIFTS, INC.",LORI' S GIFTS # 178,2525 S MICHIGAN AVE,CHICAGO,IL,60616,4,3,4-3,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1355557,RENEW,,2007-06-21,2007-07-30,N,2007-08-16,2009-07-15,2007-07-30,2007-07-31,AAI,,,41.846716957,-87.623369728,"(41.84671695664648, -87.62336972761213)"
45197-20060216,1657575,35717,1,"CHICAGO REVIEW PRESS, INCORPORATED",CHICAGO REVIEW PRESS,814 N FRANKLIN ST 1ST,CHICAGO,IL,60610,27,28,27-28,18,1010,Limited Business License,,,45197,RENEW,,2005-12-21,2006-01-13,N,2006-02-16,2007-02-15,2006-01-13,2006-01-17,AAI,,,41.897136672,-87.635849825,"(41.89713667202554, -87.63584982514125)"
